,bhk,type,area,price,region
1699,1,Apartment,660,5100000.0,Kalyan East
1700,3,Apartment,1825,29900000.000000004,Thane West
1703,1,Apartment,580,2068000.0,Karjat
1704,2,Apartment,655,9500000.0,Thane West
1705,5,Apartment,3000,120000000.0,Lower Parel
1706,1,Apartment,620,7500000.0,Thane West
1708,1,Apartment,610,4250000.0,Virar
1717,1,Apartment,700,2535000.0,Badlapur West
1718,1,Apartment,635,2325000.0,Badlapur West
1720,2,Apartment,1150,15500000.0,Koper Khairane
1721,1,Apartment,720,6336000.0,Mira Road East
1722,1,Apartment,756,6400000.0,Mira Road East
1725,2,Apartment,999,8000000.0,Mira Road East
1727,3,Apartment,1850,24800000.0,Ghansoli
1728,2,Apartment,1350,18800000.0,Ghansoli
1729,1,Apartment,610,3250000.0,Virar
1730,1,Apartment,620,4225000.0,Virar
1731,2,Apartment,890,5667000.0,Virar
1732,3,Apartment,1340,27000000.0,Kandivali East
1733,1,Apartment,610,9500000.0,Kandivali East
1734,4,Apartment,1900,45000000.0,Kandivali East
1735,2,Apartment,985,18000000.0,Kandivali East
1736,1,Apartment,600,9300000.0,Borivali East
1740,1,Apartment,750,6800000.0,Bhayandar East
1741,2,Apartment,995,9200000.0,Mira Road East
1742,1,Apartment,756,6300000.0,Mira Road East
1744,2,Apartment,1044,8978000.0,Mira Road East
1747,2,Apartment,995,8850000.0,Mira Road East
1748,1,Apartment,750,6800000.0,Mira Road East
1750,1,Apartment,675,6050000.0,Mira Road East
1758,2,Apartment,1060,8200000.0,Mira Road East
1759,2,Apartment,1026,8300000.0,Mira Road East
1760,1,Apartment,750,7025000.0,Mira Road East
1761,1,Apartment,750,7500000.0,Mira Road East
1763,1,Apartment,730,6400000.0,Mira Road East
1767,1,Apartment,780,6400000.0,Mira Road East
1769,2,Apartment,1060,9328000.0,Mira Road East
1770,2,Apartment,1060,9225000.0,Mira Road East
1774,2,Apartment,1044,9025000.0,Mira Road East
1776,1,Apartment,750,6850000.0,Mira Road East
1778,3,Apartment,1525,13000000.0,Mira Road East
1782,1,Apartment,750,6356000.0,Mira Road East
1785,2,Apartment,1044,9500000.0,Mira Road East
1786,2,Apartment,1073,8800000.0,Mira Road East
1787,2,Apartment,873,8150000.0,Mira Road East
1788,1,Apartment,756,6350000.0,Mira Road East
1792,2,Apartment,990,9600000.0,Mira Road East
1797,1,Apartment,695,6200000.0,Mira Road East
1801,2,Apartment,1026,8900000.0,Mira Road East
1802,3,Apartment,950,12500000.0,Mira Road East
1803,3,Apartment,1340,12100000.0,Mira Road East
1804,1,Apartment,756,6500000.0,Mira Road East
1814,2,Apartment,1050,8500000.0,Mira Road East
1818,2,Apartment,995,8625000.0,Mira Road East
1825,2,Apartment,995,8900000.0,Mira Road East
1826,2,Apartment,1204,9500000.0,Mira Road East
1827,1,Apartment,711,6600000.0,Mira Road East
1828,1,Apartment,711,6625000.0,Mira Road East
1834,2,Apartment,1062,8800000.0,Mira Road East
1835,1,Apartment,950,6000000.0,Mira Road East
1837,2,Apartment,1044,8700000.0,Mira Road East
1840,2,Apartment,1095,9500000.0,Mira Road East
1843,2,Apartment,1060,8456000.0,Mira Road East
1845,1,Apartment,750,7300000.0,Mira Road East
1853,1,Apartment,674,6224000.0,Mira Road East
1855,1,Apartment,674,6500000.0,Mira Road East
1858,1,Apartment,725,6300000.0,Mira Road East
1861,2,Apartment,1007,8250000.0,Mira Road East
1862,2,Apartment,1044,9100000.0,Mira Road East
1863,2,Apartment,1020,8495000.0,Mira Road East
1865,2,Apartment,974,9200000.0,Mira Road East
1866,1,Apartment,720,6100000.0,Mira Road East
1867,1,Apartment,750,6300000.0,Bhayandar East
1870,2,Apartment,1060,9200000.0,Mira Road East
1872,2,Apartment,1000,8209999.999999999,Mira Road East
1882,1,Apartment,780,6498000.0,Mira Road East
1883,2,Apartment,925,9000000.0,Mira Road East
1896,2,Apartment,1107,9500000.0,Mira Road East
1897,2,Apartment,900,8500000.0,Mira Road East
1898,2,Apartment,1005,8700000.0,Bhayandar East
1899,1,Apartment,756,6250000.0,Mira Road East
1901,4,Apartment,1070,9500000.0,Mira Road East
1903,4,Apartment,1044,9010000.0,Mira Road East
1911,1,Apartment,450,2200000.0,Dombivali
1918,2,Apartment,630,16700000.0,Andheri East
1925,1,Apartment,550,5400000.0,Thane West
1934,1,Apartment,600,7300000.0,Thane West
2104,2,Apartment,584,10000000.0,Thane West
2108,1,Apartment,417,6500000.0,Thane West
2110,1,Apartment,382,6300000.0,Thane West
2112,1,Apartment,390,6300000.0,Thane West
2121,3,Apartment,836,25000000.0,Borivali West
2122,2,Apartment,611,19000000.0,Borivali West
2166,1,Studio Apartment,420,2100000.0,Dombivali
2167,2,Apartment,1250,20000000.0,Ghansoli
2168,3,Apartment,1250,25000000.0,Koper Khairane
2169,1,Apartment,650,8100000.0,Koper Khairane
2172,2,Apartment,950,26300000.0,Ghatkopar East
2174,2,Apartment,915,3500000.0,Karjat
2175,1,Apartment,505,1825000.0,Karjat
2176,1,Apartment,575,12000000.0,Kandivali East
2177,3,Apartment,1575,16000000.0,Thane West
2181,4,Apartment,1550,32000000.0,Thane West
2182,2,Apartment,750,13200000.0,Thane West
2186,3,Apartment,1400,22500000.0,Thane West
2189,3,Apartment,1600,35000000.0,Thane West
2191,2,Apartment,1300,9300000.0,Kamothe
2192,2,Apartment,1160,8900000.0,Kamothe
2193,1,Apartment,650,5300000.0,Kamothe
2194,2,Apartment,1100,9300000.0,Kamothe
2195,2,Apartment,1150,9200000.0,Kamothe
2196,1,Apartment,630,6000000.0,Kamothe
2197,1,Apartment,620,5800000.0,Kamothe
2198,2,Apartment,1280,6200000.0,Panvel
2199,1,Apartment,700,4100000.0,Panvel
2201,1,Apartment,710,4800000.0,Panvel
2202,2,Apartment,1246,6800000.0,Panvel
2203,4,Apartment,1246,6500000.0,Panvel
2204,3,Apartment,1700,9200000.0,Panvel
2205,1,Apartment,710,3900000.0,Panvel
2206,2,Apartment,1246,6000000.0,Panvel
2207,2,Apartment,1246,6600000.0,Panvel
2209,2,Apartment,1256,6300000.0,Panvel
2210,3,Apartment,1650,10000000.0,Panvel
2211,2,Apartment,1256,6200000.0,Panvel
2212,3,Apartment,1690,8800000.0,Panvel
2213,3,Apartment,1250,31000000.0,Thane West
2214,2,Apartment,1100,8500000.0,Kamothe
2215,1,Apartment,679,6800000.0,Kamothe
2216,1,Apartment,625,2438000.0,Badlapur East
2218,1,Apartment,640,2860000.0,Badlapur East
2219,1,Apartment,635,2438000.0,Badlapur East
2220,2,Apartment,623,12800000.0,Bhandup West
2221,1,Apartment,481,9800000.0,Bhandup West
2222,1,Apartment,425,4600000.0,Mira Road East
2224,2,Apartment,895,3265999.9999999995,Badlapur East
2229,1,Apartment,550,9000000.0,Thane West
2233,5,Apartment,1600,17000000.0,Thane West
2234,1,Apartment,600,3100000.0,Nala Sopara
2235,1,Apartment,700,6900000.0,Kamothe
2236,3,Apartment,1200,30000000.0,Borivali East
2237,5,Apartment,2400,81000000.0,Jogeshwari East
2238,3,Apartment,1330,11000000.0,Kalyan West
2239,3,Apartment,1645,16100000.000000002,Kalyan West
2240,3,Apartment,1404,11500000.0,Kalyan West
2241,2,Apartment,1340,14500000.0,Kalyan West
2242,4,Apartment,1595,15000000.0,Kalyan West
2243,2,Apartment,1170,8100000.0,Kalyan West
2244,2,Apartment,936,6709999.999999999,Kalyan West
2245,2,Apartment,952,7200000.0,Kalyan West
2246,2,Apartment,1130,7200000.0,Kalyan West
2247,2,Apartment,960,6300000.0,Kalyan West
2248,3,Apartment,1305,8500000.0,Kalyan West
2251,3,Apartment,1400,12400000.0,Mira Road East
2252,2,Apartment,1044,9010000.0,Mira Road East
2253,2,Apartment,995,8810000.0,Mira Road East
2259,1,Apartment,788,5912000.0,Mira Road East
2260,1,Apartment,725,6450000.0,Mira Road East
2261,2,Apartment,1107,9510000.0,Mira Road East
2262,2,Apartment,990,8500000.0,Vasai
2265,1,Apartment,674,6250000.0,Mira Road East
2267,1,Apartment,730,6200000.0,Mira Road East
2268,3,Apartment,1341,12500000.0,Mira Road East
2270,1,Apartment,725,6500000.0,Mira Road East
2271,1,Apartment,711,6500000.0,Mira Road East
2272,1,Apartment,750,6825000.0,Bhayandar East
2273,2,Apartment,999,8300000.0,Bhayandar East
2274,1,Apartment,674,6150000.0,Mira Road East
2275,1,Apartment,756,6825000.0,Mira Road East
2276,2,Apartment,1080,8600000.0,Mira Road East
2278,2,Apartment,1044,9525000.0,Mira Road East
2283,1,Apartment,725,5900000.0,Bhayandar East
2284,2,Apartment,1070,9600000.0,Mira Road East
2285,2,Apartment,1080,8800000.0,Mira Road East
2308,3,Apartment,1400,11200000.000000002,Mira Road East
2309,3,Apartment,1341,11500000.0,Mira Road East
2311,3,Apartment,1535,12500000.0,Mira Road East
2315,2,Apartment,1050,8800000.0,Mira Road East
2319,2,Apartment,965,8300000.0,Mira Road East
2320,2,Apartment,1107,9520000.0,Mira Road East
2323,3,Apartment,1340,11900000.0,Mira Road East
2325,2,Apartment,1044,9020000.0,Mira Road East
2328,2,Apartment,1020,8500000.0,Bhayandar East
2329,3,Apartment,950,12700000.0,Mira Road East
2330,1,Apartment,630,4700000.0,Panvel
2331,1,Apartment,550,5600000.0,Thane West
2332,1,Apartment,500,5500000.0,Thane West
2333,2,Apartment,1200,8500000.0,Thane West
2336,3,Apartment,1200,13000000.0,Thane West
2337,2,Apartment,1200,8000000.0,Thane West
2338,1,Apartment,650,6800000.0,Thane West
2341,1,Apartment,600,7000000.0,Thane West
2342,1,Apartment,600,6400000.0,Mira Road East
2343,1,Apartment,500,5900000.0,Thane West
2344,1,Apartment,700,6800000.0,Thane West
2345,1,Apartment,650,6500000.0,Thane West
2347,2,Apartment,1005,9000000.0,Thane West
2348,2,Apartment,800,8500000.0,Thane West
2349,2,Apartment,650,8200000.0,Thane West
2350,1,Apartment,800,6800000.0,Thane West
2352,1,Apartment,600,5200000.0,Thane West
2353,2,Apartment,700,9000000.0,Thane West
2354,1,Apartment,580,1700000.0,Neral
2363,1,Apartment,605,1850000.0,Neral
2365,1,Apartment,680,4300000.0,Karanjade
2367,1,Apartment,620,3200000.0,Kalwa
2368,2,Apartment,975,7600000.0,Mira Road East
2370,4,Apartment,2650,20000000.0,Kalamboli
2371,4,Apartment,2100,22500000.0,Kalamboli
2373,1,Apartment,640,2800000.0,Nala Sopara
2374,3,Apartment,1550,15500000.0,Kamothe
2378,2,Apartment,900,11700000.0,Thane West
2379,2,Apartment,1200,12400000.0,Kharghar
2380,1,Apartment,600,4500000.0,Shil Phata
2381,1,Studio Apartment,422,2488000.0,Ulwe
2383,1,Apartment,695,3425000.0,Ulwe
2385,2,Apartment,1005,4132000.0,Ambernath East
2386,2,Apartment,1035,4246000.0,Ambernath East
2387,1,Apartment,1330,5361000.0,Ambernath East
2388,1,Apartment,740,3023000.0,Ambernath East
2389,1,Apartment,1025,2758000.0,Ambernath East
2390,1,Apartment,670,2758000.0,Ambernath East
2391,1,Apartment,925,3829999.9999999995,Ambernath East
2394,2,Apartment,1500,11500000.0,Dombivali
2396,1,Apartment,693,3400000.0,Dombivali
2397,1,Apartment,693,3500000.0,Dombivali
2398,1,Apartment,588,3100000.0,Dombivali
2400,4,Apartment,1600,24000000.0,Thane West
2401,2,Apartment,600,7600000.0,Thane West
2402,1,Apartment,400,4800000.0,Thane West
2403,2,Apartment,600,6600000.0,Thane West
2404,1,Apartment,500,8000000.0,Thane West
2406,1,Apartment,500,8500000.0,Thane West
2407,1,Apartment,500,6800000.0,Thane West
2408,2,Apartment,750,8000000.0,Thane West
2410,2,Apartment,1070,9510000.0,Mira Road East
2411,2,Apartment,1026,8823000.0,Mira Road East
2412,1,Apartment,665,5800000.0,Bhayandar East
2413,3,Apartment,975,11800000.0,Mira Road East
2414,2,Apartment,1044,9900000.0,Mira Road East
2415,1,Apartment,675,6200000.0,Mira Road East
2417,1,Apartment,740,6500000.0,Mira Road East
2418,1,Apartment,725,6400000.0,Mira Road East
2419,2,Apartment,820,4500000.0,Vasai
2420,2,Apartment,963,5300000.0,Dombivali
2421,2,Apartment,774,4800000.0,Dombivali
2422,2,Apartment,918,6250000.0,Dombivali
2423,2,Apartment,747,4350000.0,Dombivali
2424,1,Apartment,585,3150000.0,Dombivali
2425,2,Apartment,873,5000000.0,Dombivali
2426,2,Apartment,918,6300000.0,Dombivali
2427,5,Apartment,3125,61000000.0,Thane West
2428,2,Apartment,900,12700000.0,Thane West
2429,3,Apartment,1800,24000000.0,Thane West
2430,3,Apartment,1950,32500000.0,Ghansoli
2431,3,Apartment,1200,21000000.0,Thane West
2432,1,Apartment,650,5200000.0,Kamothe
2435,1,Studio Apartment,425,2492000.0,Ulwe
2437,3,Apartment,1200,15000000.0,Thane West
2439,3,Apartment,1000,13500000.0,Thane West
2440,4,Apartment,2000,17000000.0,Thane West
2441,5,Apartment,2000,27000000.0,Thane West
2442,1,Apartment,540,3450000.0,Nala Sopara
2443,1,Apartment,700,3500000.0,Vasai
2444,1,Apartment,693,3350000.0,Dombivali
2445,3,Apartment,1500,9800000.0,Panvel
2446,1,Apartment,635,2850000.0,Naigaon East
2447,1,Apartment,630,2900000.0,Naigaon East
2448,1,Apartment,588,3120000.0,Dombivali
2449,2,Apartment,918,5400000.0,Dombivali
2450,1,Apartment,520,6400000.0,Thane West
2451,2,Apartment,790,10300000.0,Thane West
2452,1,Apartment,680,6800000.0,Kamothe
2453,2,Apartment,1090,10400000.0,Mira Road East
2454,1,Apartment,620,4700000.0,Vasai
2455,2,Apartment,930,7500000.0,Vasai
2456,2,Apartment,955,8000000.0,Vasai
2457,1,Apartment,450,3200000.0,Vasai
2458,1,Apartment,885,5700000.0,Vasai
2459,3,Apartment,980,7200000.0,Vasai
2460,3,Apartment,1285,8800000.0,Vasai
2461,1,Apartment,665,5600000.0,Vasai
2462,1,Apartment,800,5700000.0,Vasai
2464,1,Apartment,665,5700000.0,Vasai
2465,1,Apartment,800,5300000.0,Vasai
2466,1,Apartment,650,4500000.0,Vasai
2467,1,Apartment,860,5500000.0,Vasai
2468,3,Apartment,1350,12800000.0,Kharghar
2469,1,Apartment,540,2140000.0,Karjat
2470,1,Apartment,635,2500000.0,Karjat
2471,3,Apartment,1200,11000000.0,Thane West
2472,3,Apartment,1300,13000000.0,Thane West
2474,1,Apartment,650,5200000.0,Vasai
2476,1,Apartment,545,3500000.0,Vasai
2478,2,Apartment,980,6800000.0,Vasai
2479,3,Apartment,1280,9000000.0,Vasai
2480,1,Apartment,650,4700000.0,Vasai
2481,1,Apartment,550,4000000.0,Vasai
2482,1,Apartment,620,5000000.0,Vasai
2483,2,Apartment,1050,7000000.0,Vasai
2484,2,Apartment,941,6399000.0,Shil Phata
2488,1,Studio Apartment,392,2194000.0,Panvel
2489,2,Apartment,1060,5000000.0,Titwala
2491,1,Apartment,684,3375000.0,Titwala
2492,1,Apartment,695,3250000.0,Titwala
2493,1,Apartment,680,3300000.0,Titwala
2494,1,Apartment,620,2800000.0,Titwala
2495,2,Apartment,937,3750000.0,Titwala
2496,2,Apartment,885,3860000.0,Titwala
2497,1,Apartment,690,3540000.0,Titwala
2498,2,Apartment,885,3870000.0000000005,Titwala
2499,1,Apartment,650,2665000.0,Titwala
2500,1,Apartment,650,2640000.0,Titwala
2501,2,Apartment,750,3100000.0,Powai
2502,2,Apartment,937,3850000.0,Titwala
2503,1,Apartment,684,3250000.0,Titwala
2504,1,Apartment,684,3150000.0,Titwala
2507,2,Apartment,1060,4800000.0,Titwala
2511,1,Apartment,740,3100000.0,Powai
2512,1,Apartment,755,3250000.0,Titwala
2514,1,Apartment,690,3550000.0,Titwala
2515,2,Apartment,950,4000000.0,Titwala
2516,1,Apartment,684,3450000.0,Titwala
2521,1,Apartment,750,2850000.0,Titwala
2524,2,Apartment,1090,4650000.0,Titwala
2525,1,Apartment,650,2660000.0,Titwala
2529,1,Apartment,641,3538000.0000000005,Panvel
2532,1,Apartment,600,3000000.0,Naigaon East
2533,1,Apartment,600,2900000.0,Naigaon East
2535,1,Apartment,665,3200000.0,Naigaon East
2536,1,Apartment,640,3300000.0,Naigaon East
2537,1,Apartment,653,3250000.0,Naigaon East
2540,1,Studio Apartment,365,2100000.0,Panvel
2541,1,Apartment,620,3410000.0,Panvel
2542,1,Apartment,650,3400000.0,Dombivali
2543,1,Apartment,540,2700000.0,Naigaon East
2544,1,Apartment,625,9000000.0,Thane West
2545,1,Apartment,486,4750000.0,Thane West
2546,2,Apartment,800,12500000.0,Koper Khairane
2547,3,Apartment,1300,15500000.0,Koper Khairane
2548,3,Apartment,2500,28500000.0,Dombivali
2549,2,Apartment,1000,5600000.0,Vasai
2550,2,Apartment,650,3400000.0,Nalasopara East
2551,1,Apartment,650,3600000.0,Dombivali
2552,2,Apartment,918,6280000.0,Dombivali
2553,2,Apartment,747,4300000.0,Dombivali
2554,1,Apartment,650,4500000.0,Dombivali
2555,2,Apartment,844,5400000.0,other
2556,1,Apartment,665,4900000.0,Vasai
2557,2,Apartment,1075,7600000.0,Vasai
2558,1,Apartment,665,4800000.0,Vasai
2560,2,Apartment,1000,8000000.0,Kalamboli
2561,2,Apartment,1020,8000000.0,Kalamboli
2562,1,Apartment,700,5000000.0,Kalamboli
2563,1,Apartment,710,4800000.0,Kalamboli
2564,2,Apartment,1120,9000000.0,Kalamboli
2565,1,Apartment,750,4800000.0,Kalamboli
2566,2,Apartment,1010,6400000.0,Kalamboli
2567,2,Apartment,1010,6300000.0,Kalamboli
2573,2,Apartment,1240,8900000.0,Kalamboli
2575,2,Apartment,1175,9200000.0,Kalamboli
2578,2,Apartment,1089,8050000.0,Kalamboli
2579,2,Apartment,774,4500000.0,Dombivali
2580,3,Apartment,1870,25000000.0,Ghansoli
2581,3,Apartment,2065,34500000.0,Ghansoli
2582,1,Apartment,735,9000000.0,Ghansoli
2583,2,Apartment,1025,9300000.0,Kharghar
2584,3,Apartment,1400,16800000.0,Kharghar
2587,2,Apartment,918,6200000.0,Dombivali
2588,3,Apartment,1098,7150000.0,Dombivali
2590,2,Apartment,918,5450000.0,Dombivali
2592,2,Apartment,1120,7750000.0,Kalamboli
2593,1,Apartment,680,4700000.0,Kalamboli
2595,3,Apartment,1250,9400000.0,Kalamboli
2596,1,Apartment,846,4450000.0,Dombivali
2597,1,Apartment,964,4780000.0,Dombivali
2598,1,Apartment,797,4410000.0,Dombivali
2599,1,Apartment,810,4650000.0,Dombivali
2600,2,Apartment,1279,7352000.0,Dombivali
2601,2,Apartment,1116,6650000.0,Dombivali
2602,3,Apartment,2365,13500000.0,Dombivali
2603,1,Apartment,549,3597999.9999999995,Dombivali
2606,2,Apartment,900,5010000.0,Dombivali
2607,2,Apartment,1116,5935000.0,Dombivali
2608,2,Apartment,1231,6695000.0,Dombivali
2609,1,Apartment,720,3895000.0000000005,Dombivali
2610,2,Apartment,900,5175000.0,Dombivali
2611,1,Apartment,801,4658000.0,Dombivali
2612,1,Apartment,702,3950000.0,Dombivali
2613,2,Apartment,1030,5350000.0,Dombivali
2614,1,Apartment,1137,6450000.0,Dombivali
2615,1,Apartment,838,4650000.0,Dombivali
2616,2,Apartment,847,5585000.0,Dombivali
2617,1,Apartment,694,4010000.0,Dombivali
2618,1,Apartment,729,4120000.0000000005,Dombivali
2619,1,Apartment,835,4450000.0,Dombivali
2620,2,Apartment,1137,6520000.0,Dombivali
2621,1,Apartment,819,4510000.0,Dombivali
2622,2,Apartment,943,5810000.0,Dombivali
2623,2,Apartment,1101,6550000.0,Dombivali
2625,1,Apartment,865,4650000.0,Dombivali
2626,1,Apartment,835,4320000.0,Dombivali
2627,1,Apartment,836,4199000.0,Dombivali
2628,2,Apartment,1067,5706000.0,Dombivali
2629,2,Apartment,1116,6609999.999999999,Dombivali
2630,2,Apartment,1150,9000000.0,Kalamboli
2631,2,Apartment,1089,8000000.0,Kalamboli
2632,2,Apartment,1130,9200000.0,Kalamboli
2633,2,Apartment,1089,7500000.0,Kalamboli
2634,2,Apartment,1080,7200000.0,Kalamboli
2635,2,Apartment,1066,8100000.0,Kalamboli
2636,1,Apartment,720,5750000.0,Kalamboli
2637,1,Apartment,695,4650000.0,Kalamboli
2640,2,Apartment,1256,6509999.999999999,Dombivali
2647,1,Apartment,650,4300000.0,Kalamboli
2648,1,Apartment,720,5200000.0,Kalamboli
2649,2,Apartment,1000,7000000.0,Kalamboli
2650,2,Apartment,1150,7800000.0,Kalamboli
2651,2,Apartment,1125,8000000.0,Kalamboli
2652,2,Apartment,1120,10000000.0,Kharghar
2653,1,Apartment,711,5125000.0,Shil Phata
2657,2,Apartment,1100,7500000.0,Kalamboli
2658,2,Apartment,1150,8500000.0,Kalamboli
2659,3,Apartment,1240,9000000.0,Kalamboli
2660,2,Apartment,1020,6500000.0,Kalamboli
2661,1,Apartment,700,4950000.0,Kalamboli
2662,2,Apartment,1125,8750000.0,Kalamboli
2664,2,Apartment,1240,12000000.0,Kharghar
2666,2,Apartment,1155,12000000.0,Kharghar
2667,3,Apartment,1380,7252000.0,Dombivali
2670,1,Apartment,702,4575000.0,Shil Phata
2671,1,Apartment,711,4555000.0,Shil Phata
2676,1,Apartment,694,3750000.0,Dombivali
2677,3,Apartment,1567,7998999.999999999,Dombivali
2678,2,Apartment,1245,7240000.000000001,Dombivali
2680,1,Apartment,619,3597999.9999999995,Dombivali
2683,1,Apartment,678,3520000.0000000005,Dombivali
2684,2,Apartment,1315,7550000.0,Dombivali
2685,2,Apartment,1029,5925000.0,Dombivali
2686,3,Apartment,1384,7898999.999999999,Dombivali
2687,2,Apartment,972,5810000.0,Dombivali
2688,1,Apartment,702,4499000.0,Shil Phata
2689,2,Apartment,619,3510000.0,Dombivali
2690,1,Apartment,720,3899000.0,Dombivali
2691,2,Apartment,900,5150000.0,Dombivali
2692,1,Apartment,720,3925000.0,Dombivali
2693,1,Apartment,540,3725000.0,Dombivali
2694,1,Apartment,891,4699000.0,Dombivali
2695,2,Apartment,1116,5999000.0,Dombivali
2696,2,Apartment,1231,6698999.999999999,Dombivali
2697,1,Apartment,891,4750000.0,Dombivali
2698,2,Apartment,1116,6025000.0,Dombivali
2699,2,Apartment,1231,6750000.0,Dombivali
2700,1,Apartment,948,4499000.0,Dombivali
2701,2,Apartment,1350,7998999.999999999,Dombivali
2702,1,Apartment,720,3850000.0,Dombivali
2703,2,Apartment,900,5396000.0,Dombivali
2704,1,Apartment,729,3899000.0,Dombivali
2705,1,Apartment,833,4350000.0,Dombivali
2706,1,Apartment,648,3511999.9999999995,Dombivali
2707,1,Apartment,550,3499000.0,Dombivali
2708,2,Apartment,1124,5650000.0,Dombivali
2709,1,Apartment,601,3550000.0,Dombivali
2710,2,Apartment,785,5499000.0,Dombivali
2711,2,Apartment,862,5599000.0,Dombivali
2712,2,Apartment,862,5425000.0,Dombivali
2713,1,Apartment,702,5210000.0,Shil Phata
