,bhk,type,locality,area,price,region,status,age
71933,1,Apartment,SCGK Royal Nest,706,28.21,Outskirts,Ready to move,Unknown
71935,1,Apartment,Royal Galaxy Flora,700,27.5,Outskirts,Ready to move,Resale
71937,1,Apartment,Himanshu Mount View,560,21.75,Outskirts,Ready to move,New
71942,2,Apartment,Raj Lifestyle,860,90.0,Outskirts,Ready to move,Unknown
71948,1,Apartment,Bhagwati Bella Vista,690,50.0,Navi Mumbai & Beyond,Ready to move,New
71950,1,Apartment,Bhagwati Bella Vista,700,52.0,Navi Mumbai & Beyond,Ready to move,New
71967,1,Apartment,Raj Antila,675,70.0,Outskirts,Ready to move,Unknown
71990,1,Apartment,Atul Blue Monarch,720,120.0,Central Mumbai,Ready to move,Unknown
71991,2,Apartment,Atul Blue Monarch,1120,160.0,Central Mumbai,Ready to move,Unknown
72021,2,Apartment,Gajra Bhoomi Lawns Phase II,621,60.0,Outskirts,Ready to move,New
72023,1,Apartment,Gajra Bhoomi Lawns Phase II,424,40.0,Outskirts,Ready to move,New
72024,3,Apartment,Dosti Planet North,786,83.77,Outskirts,Ready to move,New
72026,2,Apartment,Dosti Planet North,672,66.5,Outskirts,Ready to move,New
72028,1,Apartment,Dosti Planet North,437,41.42,Outskirts,Ready to move,New
72038,3,Apartment,Dosti Planet North,779,79.79,Outskirts,Ready to move,New
72042,2,Apartment,Dosti Planet North,634,62.44,Outskirts,Ready to move,New
72079,2,Apartment,Ekta Parksville Phase III,418,44.25,Outskirts,Ready to move,New
72080,2,Apartment,Ekta Parksville Phase III,454,44.89,Outskirts,Ready to move,New
72082,1,Apartment,Ekta Parksville Phase III,338,31.25,Outskirts,Ready to move,New
72083,1,Apartment,Ekta Parksville Phase III,372,31.51,Outskirts,Ready to move,New
72098,2,Apartment,Lodha Casa Bella Gold,864,47.0,Outskirts,Ready to move,Unknown
72122,1,Apartment,Evershine Park,550,124.0,Central Mumbai,Ready to move,Resale
72147,2,Apartment,GHP Azure,1095,57.0,Navi Mumbai & Beyond,Ready to move,Unknown
72148,2,Apartment,Rizvi Oak,890,155.0,Western Suburbs,Ready to move,Resale
72158,1,Apartment,Nina Krishna C And D Wing,660,23.5,Outskirts,Ready to move,New
72168,1,Apartment,Sadguru The Address Phase 1 Wing A,670,29.75,Outskirts,Ready to move,Resale
72169,1,Apartment,Om Vastu Sanveg Residency Phase 1,581,18.8,Outskirts,Ready to move,Resale
72172,1,Apartment,Runwal Codename BeWise,585,75.0,Outskirts,Ready to move,New
72176,2,Apartment,Omkar Meridia,1280,199.0,Eastern Suburbs,Ready to move,Resale
72177,2,Apartment,Agarwal Krishna Gardens,970,55.25,Outskirts,Ready to move,Resale
72180,2,Apartment,Marigold Mari Gold 4,1050,90.0,Outskirts,Ready to move,Resale
72194,2,Apartment,Lodha The Lodha Palava Township,736,66.49,Outskirts,Ready to move,New
72195,3,Apartment,Lodha The Lodha Palava Township,871,77.99,Outskirts,Ready to move,New
72196,1,Apartment,Lodha The Lodha Palava Township,506,45.49,Outskirts,Ready to move,New
72197,2,Apartment,Lodha The Lodha Palava Township,645,57.99,Outskirts,Ready to move,New
72214,1,Apartment,M Baria White City,450,34.28,Outskirts,Ready to move,New
72215,1,Apartment,M Baria White City,410,32.49,Outskirts,Ready to move,New
72244,2,Apartment,Ajmera Iland,1395,150.0,Central Mumbai,Ready to move,New
72279,2,Apartment,Shankheshwar Shankheshwar Palms,940,51.0,Outskirts,Ready to move,Unknown
72298,2,Apartment,Reputed Builder Amrita,721,23.0,Outskirts,Ready to move,Resale
72299,2,Apartment,Reputed Builder Gokul Nagari I A And B CHSL,950,160.0,Western Suburbs,Ready to move,Resale
72300,2,Apartment,Rustomjee Urbania Aurelia,895,110.00000000000001,Outskirts,Ready to move,Resale
72301,2,Apartment,Rustomjee Urbania Aurelia,896,109.00000000000001,Outskirts,Ready to move,Resale
72302,2,Apartment,Rustomjee Urbania Aurelia,892,118.0,Outskirts,Ready to move,Resale
72311,3,Apartment,Raheja Reflections Eternity,1475,280.0,Western Suburbs,Ready to move,Resale
72314,1,Apartment,Shashwat Pathak Residency,685,24.0,Outskirts,Ready to move,Resale
72315,2,Apartment,Swaraj Homes Bina Kumari CHS,950,175.0,Eastern Suburbs,Ready to move,New
72317,2,Apartment,Mahavir Darshan,666,39.99,Outskirts,Ready to move,New
72320,2,Apartment,Bhoomi Legend,1040,135.0,Western Suburbs,Ready to move,Unknown
72324,1,Apartment,Konark Heights,840,32.0,Eastern Suburbs,Ready to move,Unknown
72325,1,Apartment,Konark Heights,585,32.6,Eastern Suburbs,Ready to move,Unknown
72327,3,Apartment,ACME Oasis ,1515,195.0,Western Suburbs,Ready to move,Unknown
72329,2,Apartment,Paradise Sai Spring,1075,95.0,Navi Mumbai & Beyond,Ready to move,Unknown
72330,3,Apartment,Siddharth Geetanjali Jewel,1660,170.0,Navi Mumbai & Beyond,Ready to move,Unknown
72339,2,Apartment,HDIL Dheeraj Enclave 2,870,135.0,Western Suburbs,Ready to move,Resale
72340,1,Apartment,HDIL Dheeraj Upvan 2,570,88.0,Western Suburbs,Ready to move,Resale
72341,1,Apartment,Reputed Builder Dheeraj Enclave,590,92.0,Western Suburbs,Ready to move,Resale
72342,2,Apartment,Hiranandani Gardens Birchwood,1054,270.0,Central Mumbai,Ready to move,Resale
72343,2,Apartment,Nahar Laurel And Lilac,1049,170.0,Central Mumbai,Ready to move,Resale
72344,1,Apartment,RNA NG NG Shelter,631,50.0,Outskirts,Ready to move,Resale
72350,1,Apartment,Nina Krishna C And D Wing,660,24.5,Outskirts,Ready to move,New
72356,2,Apartment,Lodha Codename Crown Jewel,950,95.0,Outskirts,Ready to move,Resale
72361,2,Apartment,Tanvi Eminence Phase 2,788,86.0,Outskirts,Ready to move,New
72362,2,Apartment,Tanvi Eminence Phase 2,820,90.0,Outskirts,Ready to move,New
72363,3,Apartment,Tanvi Eminence Phase 2,1037,112.99999999999999,Outskirts,Ready to move,New
72364,1,Apartment,Tanvi Eminence Phase 2,547,59.0,Outskirts,Ready to move,New
72400,2,Apartment,Metro Tulsi Kamal,858,88.0,Navi Mumbai & Beyond,Ready to move,Unknown
72401,2,Apartment,Prestige Gardenia,995,107.0,Outskirts,Ready to move,Unknown
72469,1,Apartment,Kiran Mansarovar Residency,410,38.0,Outskirts,Ready to move,New
72474,2,Apartment,Kalpataru Crest,1150,215.0,Eastern Suburbs,Ready to move,Unknown
72476,2,Apartment,Lodha Aurum Grande,1180,200.0,Eastern Suburbs,Ready to move,Unknown
72477,2,Apartment,DV Shree Shashwat,690,78.0,Outskirts,Ready to move,Unknown
72478,2,Apartment,K Raheja Heights,1165,210.0,Western Suburbs,Ready to move,Unknown
72480,1,Apartment,K Raheja Heights,700,140.0,Western Suburbs,Ready to move,Unknown
72481,4,Apartment,Lodha Fiorenza,2065,475.0,Western Suburbs,Ready to move,Unknown
72482,2,Apartment,Meena Meenakshi Tower,1015,190.0,Western Suburbs,Ready to move,Unknown
72483,2,Apartment,Reputed Builder Divya Stuti CHS,900,130.0,Western Suburbs,Ready to move,Unknown
72524,1,Apartment,Hiranandani Solitaire Studio Apartment,254,46.11,Outskirts,Ready to move,New
72525,1,Apartment,Hiranandani Solitaire Studio Apartment,302,54.79,Outskirts,Ready to move,New
72526,1,Apartment,Hiranandani Solitaire Studio Apartment,255,46.11,Outskirts,Ready to move,New
72527,1,Apartment,Lok Nagari Phase III,675,24.5,Outskirts,Ready to move,Unknown
72528,1,Apartment,Royal Sapphire,600,125.0,Western Suburbs,Ready to move,Unknown
72529,2,Apartment,Rohan Takshila,950,225.0,Central Mumbai,Ready to move,Unknown
72542,2,Apartment,Panvelkar Vrindavan,575,23.7,Outskirts,Ready to move,Unknown
72547,2,Apartment,Vikram Rachna Towers,555,42.0,Outskirts,Ready to move,New
72548,1,Apartment,Vikram Rachna Towers,387,31.0,Outskirts,Ready to move,New
72549,1,Apartment,SCGK Royal Castle,657,24.0,Outskirts,Ready to move,Unknown
72550,1,Apartment,MW Royal Flora,507,21.0,Outskirts,Ready to move,Unknown
72627,2,Apartment,Lokhandwala Octacrest,1005,165.0,Western Suburbs,Ready to move,Unknown
72637,1,Apartment,Reliable Township Rt C To K Wing,287,15.0,Navi Mumbai & Beyond,Ready to move,Unknown
72638,2,Apartment,Ekta Parksville Phase I,943,44.51,Outskirts,Ready to move,Unknown
72640,2,Apartment,Mahesh Indra Darshan,1040,249.00000000000003,Central Mumbai,Ready to move,Resale
72641,2,Apartment,Mahesh Indra Darshan,1050,254.0,Central Mumbai,Ready to move,Resale
72642,3,Apartment,Bhagwati Imperia,689,153.0,Navi Mumbai & Beyond,Ready to move,New
72643,3,Apartment,Bhagwati Imperia,687,146.0,Navi Mumbai & Beyond,Ready to move,New
72644,3,Apartment,Bhagwati Imperia,692,160.0,Navi Mumbai & Beyond,Ready to move,New
72648,2,Apartment,Bhagwati Imperia,485,100.0,Navi Mumbai & Beyond,Ready to move,New
72650,3,Apartment,Bhagwati Imperia,662,139.0,Navi Mumbai & Beyond,Ready to move,New
72652,2,Apartment,Bhagwati Imperia,488,110.00000000000001,Navi Mumbai & Beyond,Ready to move,New
72654,2,Apartment,Bhagwati Imperia,463,90.0,Navi Mumbai & Beyond,Ready to move,New
72667,2,Apartment,Bhoomi Ekta Garden Phase III,1315,185.0,Western Suburbs,Ready to move,Unknown
72668,4,Apartment,Sunteck Signia High,2095,540.0,Western Suburbs,Ready to move,New
72669,3,Apartment,Sunteck Signia High,1627,419.00000000000006,Western Suburbs,Ready to move,New
72670,3,Apartment,Sunteck Signia High,1797,463.0,Western Suburbs,Ready to move,New
72678,1,Apartment,Lok Nagari Phase III,685,23.5,Outskirts,Ready to move,Unknown
72681,2,Apartment,DB Ozone,540,73.93,Outskirts,Ready to move,New
72682,1,Apartment,DB Ozone,362,49.56,Outskirts,Ready to move,New
72683,1,Apartment,DB Ozone,363,49.69,Outskirts,Ready to move,New
72684,2,Apartment,DB Ozone,495,67.77,Outskirts,Ready to move,New
72685,1,Apartment,DB Ozone,360,49.28,Outskirts,Ready to move,New
72686,2,Apartment,DB Ozone,532,72.83,Outskirts,Ready to move,New
72687,2,Apartment,DB Ozone,531,72.69,Outskirts,Ready to move,New
72688,1,Apartment,DB Ozone,358,49.01,Outskirts,Ready to move,New
72689,1,Apartment,DB Ozone,355,48.6,Outskirts,Ready to move,New
72690,2,Apartment,DB Ozone,534,73.1,Outskirts,Ready to move,New
72691,2,Apartment,DB Ozone,533,72.97,Outskirts,Ready to move,New
72692,1,Apartment,DB Ozone,356,48.73,Outskirts,Ready to move,New
72693,2,Apartment,DB Ozone,522,71.46,Outskirts,Ready to move,New
72694,1,Apartment,DB Ozone,353,48.32,Outskirts,Ready to move,New
72695,2,Apartment,DB Ozone,527,72.15,Outskirts,Ready to move,New
72696,2,Apartment,DB Ozone,526,72.01,Outskirts,Ready to move,New
72697,2,Apartment,DB Ozone,517,70.78,Outskirts,Ready to move,New
72698,1,Apartment,DB Ozone,488,66.81,Outskirts,Ready to move,New
72699,1,Apartment,DB Ozone,487,66.67,Outskirts,Ready to move,New
72700,1,Apartment,DB Ozone,489,66.94,Outskirts,Ready to move,New
72701,2,Apartment,DB Ozone,556,76.12,Outskirts,Ready to move,New
72702,1,Apartment,DB Ozone,479,65.57,Outskirts,Ready to move,New
72703,2,Apartment,DB Ozone,554,75.84,Outskirts,Ready to move,New
72704,2,Apartment,DB Ozone,553,75.71,Outskirts,Ready to move,New
72705,1,Apartment,DB Ozone,480,65.71,Outskirts,Ready to move,New
72706,2,Apartment,DB Ozone,561,76.8,Outskirts,Ready to move,New
72707,2,Apartment,DB Ozone,560,76.66,Outskirts,Ready to move,New
72708,2,Apartment,DB Ozone,559,76.53,Outskirts,Ready to move,New
72709,2,Apartment,DB Ozone,558,76.39,Outskirts,Ready to move,New
72710,1,Apartment,DB Ozone,369,50.51,Outskirts,Ready to move,New
72711,2,Apartment,DB Ozone,557,76.25,Outskirts,Ready to move,New
72712,2,Apartment,DB Ozone,547,74.88,Outskirts,Ready to move,New
72713,1,Apartment,DB Ozone,367,50.24,Outskirts,Ready to move,New
72714,2,Apartment,DB Ozone,552,75.57,Outskirts,Ready to move,New
72715,2,Apartment,DB Ozone,499,68.31,Outskirts,Ready to move,New
72716,1,Apartment,DB Ozone,364,49.83,Outskirts,Ready to move,New
72717,1,Apartment,DB Ozone,365,49.97,Outskirts,Ready to move,New
72718,2,Apartment,DB Ozone,549,75.16,Outskirts,Ready to move,New
72719,1,Apartment,DB Ozone,486,66.53,Outskirts,Ready to move,New
72723,1,Apartment,Cosmos Jewels,720,70.0,Outskirts,Ready to move,Unknown
72724,3,Apartment,Bau IBIS,1800,310.0,Western Suburbs,Ready to move,Unknown
72725,1,Apartment,Sri Garden Avenue K K4,690,29.59,Outskirts,Ready to move,Unknown
72726,2,Apartment,Reputed Builder Denzil CHS,950,269.0,Central Mumbai,Ready to move,Resale
72727,2,Apartment,Dosti Acres,865,215.0,Central Mumbai,Ready to move,Unknown
72728,2,Apartment,Dosti Ambrosia,1376,300.0,Central Mumbai,Ready to move,Resale
72729,2,Apartment,Dosti Ambrosia,1376,290.0,Central Mumbai,Ready to move,Unknown
72730,2,Apartment,Dosti Acres,850,210.0,Central Mumbai,Ready to move,Unknown
72731,2,Apartment,Dosti Acres,865,225.0,Central Mumbai,Ready to move,Unknown
72732,1,Apartment,Yogiraj Swayambhu Residency,349,65.0,Western Suburbs,Ready to move,Unknown
72734,3,Apartment,Raheja Exotica Verona,1700,300.0,Western Suburbs,Ready to move,Unknown
72736,2,Apartment,Dosti Acres,960,215.0,Central Mumbai,Ready to move,Unknown
72741,1,Apartment,Reputed Builder Mhada Complex,340,40.0,Western Suburbs,Ready to move,Unknown
72747,1,Apartment,Man Opus,750,60.0,Outskirts,Ready to move,New
72754,1,Apartment,Lodha The Lodha Palava Township,774,48.37,Outskirts,Ready to move,New
72755,2,Apartment,Lodha The Lodha Palava Township,990,61.87,Outskirts,Ready to move,New
72756,3,Apartment,Lodha The Lodha Palava Township,1314,82.12,Outskirts,Ready to move,New
72757,2,Apartment,Lodha The Lodha Palava Township,1062,66.37,Outskirts,Ready to move,New
72758,3,Apartment,Lodha The Lodha Palava Township,1197,74.81,Outskirts,Ready to move,New
72759,2,Apartment,Lodha The Lodha Palava Township,1098,68.62,Outskirts,Ready to move,New
72760,1,Apartment,Lodha The Lodha Palava Township,729,45.56,Outskirts,Ready to move,New
72763,2,Apartment,Gundecha Altura,1050,142.0,Eastern Suburbs,Ready to move,Resale
72774,1,Apartment,Jet Aaditya Plaza,660,130.0,Western Suburbs,Ready to move,Resale
72775,2,Apartment,Thanekar Hillcrest,890,33.0,Outskirts,Ready to move,Unknown
72776,1,Apartment,Raj Tulsi City,610,22.0,Outskirts,Ready to move,Unknown
72788,3,Apartment,Gokul Videocon Tower,1250,220.00000000000003,Western Suburbs,Ready to move,Unknown
72795,1,Apartment,Reputed Builder Panchapushpa Apartment,500,90.0,Western Suburbs,Ready to move,Resale
72797,2,Apartment,Thakur Mahadev Tower,1000,170.0,Western Suburbs,Ready to move,Resale
72798,1,Apartment,Kanakia Sanskruti,550,100.0,Western Suburbs,Ready to move,Resale
72799,1,Apartment,Reputed Builder Vasant Sarita,560,95.0,Western Suburbs,Ready to move,Resale
72800,1,Apartment,Kanakia Sanskruti,555,100.0,Western Suburbs,Ready to move,Resale
72801,1,Apartment,Surya Gokul Garden,570,92.0,Western Suburbs,Ready to move,Resale
72802,1,Apartment,Kanakia Sanskruti,500,85.0,Western Suburbs,Ready to move,Resale
72803,1,Apartment,Surya Gokul Heaven,560,90.0,Western Suburbs,Ready to move,Resale
72805,2,Apartment,Reputed Builder GulmoharLtd,811,150.0,Western Suburbs,Ready to move,Resale
72807,3,Apartment,Lodha Splendora,1557,125.0,Outskirts,Ready to move,Resale
72810,1,Apartment,Advance Vision,648,44.99,Navi Mumbai & Beyond,Ready to move,New
72811,1,Apartment,Advance Vision,717,49.78,Navi Mumbai & Beyond,Ready to move,New
72812,1,Apartment,Advance Vision,710,49.3,Navi Mumbai & Beyond,Ready to move,New
72813,2,Apartment,Advance Vision,1013,72.0,Navi Mumbai & Beyond,Ready to move,New
72848,2,Apartment,Kismat Residency,572,80.0,Outskirts,Ready to move,New
72849,1,Apartment,Kismat Residency,394,55.0,Outskirts,Ready to move,New
72850,2,Apartment,Kismat Residency,631,89.0,Outskirts,Ready to move,New
72851,1,Apartment,Kismat Residency,408,61.0,Outskirts,Ready to move,New
72852,1,Apartment,Kismat Residency,397,57.0,Outskirts,Ready to move,New
72862,3,Apartment,Sunteck Signia High,2115,455.0,Western Suburbs,Ready to move,Unknown
72865,1,Apartment,Lok Amber,680,25.5,Outskirts,Ready to move,Unknown
72870,1,Apartment,Lok Amber,675,26.0,Outskirts,Ready to move,New
72871,3,Apartment,RNA NG N G Silver Spring Phase II,1300,98.0,Outskirts,Ready to move,New
72875,2,Apartment,Lodha Palava Olivia B,980,66.0,Outskirts,Ready to move,Resale
72878,2,Apartment,Tanvi Eminence Phase 2,820,86.0,Outskirts,Ready to move,New
72880,1,Apartment,Haria Dream Park,510,52.0,Outskirts,Ready to move,Unknown
72881,2,Apartment,S M Hatkesh Heights,890,75.0,Outskirts,Ready to move,Unknown
72883,1,Apartment,Arkade White Lotus,620,56.0,Outskirts,Ready to move,Unknown
72885,2,Apartment,Paradise Sai Mannat,1225,135.0,Navi Mumbai & Beyond,Ready to move,Unknown
72889,1,Apartment,YS Sarth Apartment,579,19.5,Outskirts,Ready to move,Unknown
72939,1,Apartment,Abhay Sheetal Complex,645,51.0,Outskirts,Ready to move,Unknown
72941,1,Apartment,Poddar Wondercity Phase VI,555,23.5,Outskirts,Ready to move,Unknown
72945,1,Apartment,Himanshu Mount View,560,21.0,Outskirts,Ready to move,Unknown
72946,1,Apartment,Arkade Art,655,61.0,Outskirts,Ready to move,Unknown
72948,2,Apartment,Leena Bhairav Residency,965,100.0,Outskirts,Ready to move,Unknown
72949,2,Apartment,RNA NG NG Paradise,995,68.0,Outskirts,Ready to move,Unknown
72967,1,Apartment,Maruti Shri Ram Darshan,650,90.0,Navi Mumbai & Beyond,Ready to move,Resale
72968,1,Apartment,Man Opus,545,70.0,Outskirts,Ready to move,New
72970,2,Apartment,Man Opus,692,80.0,Outskirts,Ready to move,New
72972,1,Apartment,Man Opus,463,63.0,Outskirts,Ready to move,New
72986,2,Apartment,Reputed Builder Neelam Heights,1050,76.0,Navi Mumbai & Beyond,Ready to move,Unknown
72987,2,Apartment,Pratik Samarpan,925,76.0,Outskirts,Ready to move,Unknown
72988,2,Apartment,DK And Sons Datta Krishna Heights,900,38.51,Outskirts,Ready to move,Unknown
72989,2,Apartment,Sunshine Solaris Wing E 1 Hdil Layout,950,43.51,Outskirts,Ready to move,Unknown
72990,1,Apartment,Rustomjee Global City,650,31.51,Outskirts,Ready to move,Unknown
73037,3,Apartment,Neptune Flying Kites A Wing Right Wing,1550,199.0,Eastern Suburbs,Ready to move,Resale
73038,2,Apartment,G K Sai Radha Complex,1200,159.0,Eastern Suburbs,Ready to move,Resale
73043,1,Apartment,Reputed Builder Highway Park,590,100.0,Western Suburbs,Ready to move,Resale
73044,4,Apartment,Heritage One,2527,185.0,Eastern Suburbs,Ready to move,Resale
73045,2,Apartment,West Pioneer Metro Residency,1060,80.0,Eastern Suburbs,Ready to move,Resale
73047,2,Apartment,Sheth Vasant Oasis,1110,210.0,Central Mumbai,Ready to move,Unknown
73049,1,Apartment,PNK Winstone,650,58.0,Outskirts,Ready to move,Resale
73050,1,Apartment,JVM Pearl,550,52.0,Outskirts,Ready to move,Resale
73053,1,Apartment,Honest Kalyan Nagari,650,36.0,Eastern Suburbs,Ready to move,Unknown
73062,2,Apartment,JP Decks,1200,215.0,Western Suburbs,Ready to move,Unknown
73070,1,Apartment,Swaraj Homes Apurva Lake View,475,34.0,Eastern Suburbs,Ready to move,Unknown
73081,1,Apartment,Qualitas QN Greens Phase 1,523,26.5,Navi Mumbai & Beyond,Ready to move,Unknown
73082,1,Apartment,Ahuja Prasadam,505,33.75,Outskirts,Ready to move,Unknown
73085,3,Apartment,Kaustubh Rajendra Nagar Shree Ganesh Chs Ltd,1414,285.0,Western Suburbs,Ready to move,Unknown
73086,2,Apartment,Madhav Sankalp,1100,85.0,Eastern Suburbs,Ready to move,Unknown
73088,1,Apartment,Lok Nagari Phase 3,675,25.5,Outskirts,Ready to move,Unknown
73089,2,Apartment,Patel Shiv Sai Residency,856,34.0,Outskirts,Ready to move,New
73091,2,Apartment,Kanakia Samarpan Exotica,1180,210.0,Western Suburbs,Ready to move,Unknown
73092,1,Apartment,Sai Baba Complex,560,97.0,Western Suburbs,Ready to move,Unknown
73094,3,Apartment,Lalani Grandeur,1495,229.99999999999997,Western Suburbs,Ready to move,Unknown
73095,2,Apartment,Omkar Alta Monte,1150,210.0,Western Suburbs,Ready to move,Unknown
73096,2,Apartment,Marathon Embryo,983,140.0,Eastern Suburbs,Ready to move,Unknown
73099,2,Apartment, Lords,960,125.0,Eastern Suburbs,Ready to move,Unknown
73101,2,Apartment,Kalpataru Crest,1118,180.0,Eastern Suburbs,Ready to move,Unknown
73102,2,Apartment,Reputed Builder Mayuresh Park,840,114.99999999999999,Eastern Suburbs,Ready to move,Resale
73103,2,Apartment,Basudeo Vasudev Heights,970,125.0,Eastern Suburbs,Ready to move,Unknown
73105,2,Apartment,Srishti Keshav Srishti,1000,130.0,Eastern Suburbs,Ready to move,Unknown
73106,1,Apartment,Kukreja Kukreja Complex,600,99.0,Eastern Suburbs,Ready to move,Unknown
73107,2,Apartment,Sunshine Solaris,750,42.0,Outskirts,Ready to move,Resale
73109,1,Apartment,Agarwal Lifestyle,560,32.0,Outskirts,Ready to move,Unknown
73110,2,Apartment,Omkar Alta Monte,1150,229.99999999999997,Western Suburbs,Ready to move,Unknown
73112,2,Apartment,K Raheja Heights,1165,220.00000000000003,Western Suburbs,Ready to move,Unknown
73113,4,Apartment,Lodha Fiorenza,3573,450.0,Western Suburbs,Ready to move,Unknown
73114,2,Apartment,Neha Heena Gaurav Jewels,1080,170.0,Western Suburbs,Ready to move,Unknown
73116,2,Apartment,Lodha Imperia,1233,180.0,Eastern Suburbs,Ready to move,Resale
73117,3,Apartment,Neptune Flying Kites A Wing Right Wing,1405,229.99999999999997,Eastern Suburbs,Ready to move,Resale
73118,3,Apartment,Neptune Living Point,900,175.0,Eastern Suburbs,Ready to move,Resale
73119,3,Apartment,Kalpataru Crest,1287,210.0,Eastern Suburbs,Ready to move,Unknown
73120,2,Apartment,Ecohomes Eco Winds,850,130.0,Eastern Suburbs,Ready to move,New
73121,1,Apartment,K Raheja Heights,675,120.0,Western Suburbs,Ready to move,Unknown
73122,3,Apartment,Neptune Complex,1342,210.0,Eastern Suburbs,Ready to move,Unknown
73123,3,Apartment,Lodha Imperia,1683,240.0,Eastern Suburbs,Ready to move,Unknown
73124,1,Apartment,Conwood Astoria,620,110.00000000000001,Western Suburbs,Ready to move,Unknown
73125,3,Apartment,Kalpataru Crest,1287,240.0,Eastern Suburbs,Ready to move,Unknown
73126,2,Apartment,DSS Mahavir Trinkets,918,140.0,Eastern Suburbs,Ready to move,Resale
73127,2,Apartment,Group Rushi Heights,1100,175.0,Western Suburbs,Ready to move,Unknown
73128,2,Apartment,SM Vision,517,80.0,Navi Mumbai & Beyond,Ready to move,Unknown
73129,2,Apartment,Lakhani White Castle,1130,96.0,Navi Mumbai & Beyond,Ready to move,Unknown
73130,3,Apartment,Priyanka Unite,1021,160.0,Navi Mumbai & Beyond,Ready to move,Unknown
73131,1,Apartment,DB Ozone,773,80.0,Outskirts,Ready to move,Unknown
73134,2,Apartment,Leena Bhairav Residency,965,105.0,Outskirts,Ready to move,Unknown
73136,1,Apartment,Reputed Builder New Mhada Complex,350,32.0,Outskirts,Ready to move,Unknown
73139,2,Apartment,Atul Madhukunj,1015,145.0,Western Suburbs,Ready to move,Unknown
73140,2,Apartment,Triumph Siddhivinayak,1051,165.0,Western Suburbs,Ready to move,Unknown
73142,3,Apartment,Bhoomi Ekta Garden Phase III,1600,270.0,Western Suburbs,Ready to move,Unknown
73144,2,Apartment,Kothari Samet Sikar Mahal,856,175.0,Western Suburbs,Ready to move,Unknown
73146,1,Apartment,Gurukrupa Marina Enclave,654,102.0,Western Suburbs,Ready to move,Unknown
73147,1,Apartment,Sumit Greendale NX,675,30.0,Outskirts,Ready to move,Unknown
73148,2,Apartment,Gurukrupa Marina Enclave M N Phase ll,949,150.0,Western Suburbs,Ready to move,Unknown
73151,2,Apartment,Abhigna Avirahi Heights,933,130.0,Western Suburbs,Ready to move,Unknown
73152,2,Apartment,Kailash Developers Heights,875,35.8,Outskirts,Ready to move,Unknown
73155,2,Apartment,PNK Shanti Garden,640,72.0,Outskirts,Ready to move,Unknown
73156,3,Apartment,Midas Heights,1335,55.0,Outskirts,Ready to move,Unknown
73157,2,Apartment,Giriraj Krishna Tower,1140,145.0,Navi Mumbai & Beyond,Ready to move,Unknown
73158,2,Apartment,Goodwill Goodwill Gardens,1150,92.0,Navi Mumbai & Beyond,Ready to move,Unknown
73159,2,Apartment,Deepali Deep Aangan,1100,35.0,Outskirts,Ready to move,Resale
73160,3,Apartment,DB Woods,1820,330.0,Western Suburbs,Ready to move,Unknown
73161,1,Apartment,Devkrupa Dev Arpan,600,45.0,Navi Mumbai & Beyond,Ready to move,Unknown
73167,3,Apartment,Osho Ankur Palace,1020,262.0,Western Suburbs,Ready to move,Unknown
73168,2,Apartment,RNA Courtyard,980,98.0,Outskirts,Ready to move,Unknown
73169,1,Apartment,KCD Palkhi Aura,562,112.99999999999999,Western Suburbs,Ready to move,Unknown
73170,2,Apartment,BKS Orion,1176,110.00000000000001,Navi Mumbai & Beyond,Ready to move,Unknown
73171,2,Apartment,Reputed Builder Dnyan Sarthi,1050,98.0,Navi Mumbai & Beyond,Ready to move,Unknown
73172,2,Apartment,Labh Status Vihar,1200,90.0,Navi Mumbai & Beyond,Ready to move,Unknown
73176,2,Apartment,Lodha Elite,864,53.5,Outskirts,Ready to move,Unknown
73177,1,Apartment,Sadguru Kripa Apartment,700,23.0,Outskirts,Ready to move,Unknown
73178,3,Apartment,Nahar Everest,2000,550.0,Central Mumbai,Ready to move,Unknown
73181,2,Apartment,CCI Rivali Park WinterGreen,1215,220.00000000000003,Western Suburbs,Ready to move,Unknown
73184,2,Apartment,K Riddhi Siddhi Regency,1250,89.0,Eastern Suburbs,Ready to move,New
73190,2,Apartment,Divisha Sanskriti Signature,680,145.0,Western Suburbs,Ready to move,Unknown
73192,1,Apartment,Hubtown Gardenia,585,58.0,Outskirts,Ready to move,Resale
73227,3,Apartment,ANA Avant Garde Phase 1,1525,143.0,Outskirts,Ready to move,Unknown
73228,2,Apartment,Hiranandani Skylark Enclave,981,166.0,Outskirts,Ready to move,New
73229,2,Apartment,Hiranandani Skylark Enclave,915,155.0,Outskirts,Ready to move,New
73230,2,Apartment,Hiranandani Skylark Enclave,883,149.0,Outskirts,Ready to move,New
73231,2,Apartment,Hiranandani Skylark Enclave,879,148.0,Outskirts,Ready to move,New
73232,2,Apartment,Hiranandani Skylark Enclave,928,157.0,Outskirts,Ready to move,New
73233,2,Apartment,Hiranandani Skylark Enclave,919,155.0,Outskirts,Ready to move,New
73234,2,Apartment,Hiranandani Skylark Enclave,800,135.0,Outskirts,Ready to move,New
73235,3,Apartment,Hiranandani Skylark Enclave,1012,200.0,Outskirts,Ready to move,New
73236,2,Apartment,Hiranandani Skylark Enclave,766,129.0,Outskirts,Ready to move,New
73261,1,Apartment,Mohan Greenwoods,720,27.75,Outskirts,Ready to move,Unknown
